Serial Number:20440475 --

Date Time - GMT +01:00,"Temp, (*C)","RH, (%)","DewPt, (*C)",Host Connect,EOF,
2018-10-07 05:56:58,0.30,99.98,0.29, , ,
2018-10-07 06:56:58,0.30,99.98,0.29, , ,
2018-10-07 07:56:58,0.34,99.98,0.33, , ,
2018-10-07 08:56:58,0.25,99.98,0.25, , ,
2018-10-07 09:56:58,0.34,99.98,0.33, , ,
2018-10-07 10:56:58,0.30,99.98,0.29, , ,
2018-10-07 11:56:58,0.34,99.98,0.33, , ,
2018-10-07 12:56:58,0.34,99.98,0.33, , ,
2018-10-07 13:56:58,0.30,99.98,0.29, , ,
2018-10-07 14:56:58,0.34,99.98,0.33, , ,
2018-10-07 15:56:58,0.30,99.98,0.29, , ,
2018-10-07 16:56:58,0.30,99.98,0.29, , ,
2018-10-07 17:56:58,0.30,99.98,0.29, , ,
2018-10-07 18:56:58,0.25,99.98,0.25, , ,
2018-10-07 19:56:58,0.30,99.98,0.29, , ,
2018-10-07 20:56:58,0.30,99.98,0.29, , ,
2018-10-07 21:56:58,0.34,99.98,0.33, , ,
2018-10-07 22:56:58,0.30,99.98,0.29, , ,
2018-10-07 23:56:58,0.34,99.98,0.33, , ,
2018-10-08 00:56:58,0.38,99.98,0.38, , ,
2018-10-08 01:56:58,0.30,99.98,0.29, , ,
2018-10-08 02:56:58,0.34,99.98,0.33, , ,
2018-10-08 03:56:58,0.30,99.98,0.29, , ,
2018-10-08 04:56:58,0.30,99.98,0.29, , ,
2018-10-08 05:56:58,0.34,99.98,0.33, , ,
2018-10-08 06:56:58,0.38,99.98,0.38, , ,
2018-10-08 07:56:58,0.34,99.98,0.33, , ,
2018-10-08 08:56:58,0.47,99.98,0.46, , ,
2018-10-08 09:56:58,0.38,99.98,0.38, , ,
2018-10-08 10:56:58,0.47,99.98,0.46, , ,
2018-10-08 11:56:58,0.38,99.98,0.38, , ,
2018-10-08 12:56:58,0.43,99.98,0.42, , ,
2018-10-08 13:56:58,0.38,99.98,0.38, , ,
2018-10-08 14:56:58,0.43,99.98,0.42, , ,
2018-10-08 15:56:58,0.43,99.98,0.42, , ,
2018-10-08 16:56:58,0.34,99.98,0.33, , ,
2018-10-08 17:56:58,0.34,99.98,0.33, , ,
2018-10-08 18:56:58,0.38,99.98,0.38, , ,
2018-10-08 19:56:58,0.38,99.98,0.38, , ,
2018-10-08 20:56:58,0.38,99.98,0.38, , ,
2018-10-08 21:56:58,0.38,99.98,0.38, , ,
2018-10-08 22:56:58,0.38,99.98,0.38, , ,
2018-10-08 23:56:58,0.38,99.98,0.38, , ,
2018-10-09 00:56:58,0.47,99.98,0.46, , ,
2018-10-09 01:56:58,0.60,99.98,0.59, , ,
2018-10-09 02:56:58,0.47,99.98,0.46, , ,
2018-10-09 03:56:58,0.60,99.98,0.59, , ,
2018-10-09 04:56:58,0.55,99.98,0.55, , ,
2018-10-09 05:56:58,0.47,99.98,0.46, , ,
2018-10-09 06:56:58,0.43,99.98,0.42, , ,
2018-10-09 07:56:58,0.51,99.98,0.51, , ,
2018-10-09 08:56:58,0.51,99.98,0.51, , ,
2018-10-09 09:56:58,0.64,99.98,0.63, , ,
2018-10-09 10:56:58,0.55,99.98,0.55, , ,
2018-10-09 11:56:58,0.51,99.98,0.51, , ,
2018-10-09 12:56:58,0.64,99.98,0.63, , ,
2018-10-09 13:56:58,0.47,99.98,0.46, , ,
2018-10-09 14:56:58,0.55,99.98,0.55, , ,
2018-10-09 15:56:58,0.43,99.98,0.42, , ,
2018-10-09 16:56:58,0.47,99.98,0.46, , ,
2018-10-09 17:56:58,0.55,99.98,0.55, , ,
2018-10-09 18:56:58,0.51,99.98,0.51, , ,
2018-10-09 19:56:58,0.60,99.98,0.59, , ,
2018-10-09 20:56:58,0.60,99.98,0.59, , ,
2018-10-09 21:56:58,0.68,99.98,0.68, , ,
2018-10-09 22:56:58,0.64,99.98,0.63, , ,
2018-10-09 23:56:58,0.77,99.98,0.76, , ,
2018-10-10 00:56:58,0.73,99.98,0.72, , ,
2018-10-10 01:56:58,0.68,99.98,0.68, , ,
2018-10-10 02:56:58,0.68,99.98,0.68, , ,
2018-10-10 03:56:58,0.64,99.98,0.63, , ,
2018-10-10 04:56:58,0.60,99.98,0.59, , ,
2018-10-10 05:56:58,0.64,99.98,0.63, , ,
2018-10-10 06:56:58,0.73,99.98,0.72, , ,
2018-10-10 07:56:58,0.68,99.98,0.68, , ,
2018-10-10 08:56:58,0.68,99.98,0.68, , ,
2018-10-10 09:56:58,0.68,99.98,0.68, , ,
2018-10-10 10:56:58,0.68,99.98,0.68, , ,
2018-10-10 11:56:58,0.55,99.98,0.55, , ,
2018-10-10 12:56:58,0.51,99.98,0.51, , ,
2018-10-10 13:56:58,0.47,99.98,0.46, , ,
2018-10-10 14:56:58,0.55,99.98,0.55, , ,
2018-10-10 15:56:58,0.51,99.98,0.51, , ,
2018-10-10 16:56:58,0.60,99.98,0.59, , ,
2018-10-10 17:56:58,0.60,99.98,0.59, , ,
2018-10-10 18:56:58,0.68,99.98,0.68, , ,
2018-10-10 19:56:58,0.68,99.98,0.68, , ,
2018-10-10 20:56:58,0.73,99.98,0.72, , ,
2018-10-10 21:56:58,0.73,99.98,0.72, , ,
2018-10-10 22:56:58,0.73,99.98,0.72, , ,
2018-10-10 23:56:58,0.68,99.98,0.68, , ,
2018-10-11 00:56:58,0.51,99.98,0.51, , ,
2018-10-11 01:56:58,0.43,99.98,0.42, , ,
2018-10-11 02:56:58,0.55,99.98,0.55, , ,
2018-10-11 03:56:58,0.51,99.98,0.51, , ,
2018-10-11 04:56:58,0.47,99.98,0.46, , ,
2018-10-11 05:56:58,0.38,99.98,0.38, , ,
2018-10-11 06:56:58,0.34,99.98,0.33, , ,
2018-10-11 07:56:58,0.34,99.98,0.33, , ,
2018-10-11 08:56:58,0.34,99.98,0.33, , ,
2018-10-11 09:56:58,0.34,99.98,0.33, , ,
2018-10-11 10:56:58,0.38,99.98,0.38, , ,
2018-10-11 11:56:58,0.34,99.98,0.33, , ,
2018-10-11 12:56:58,0.34,99.98,0.33, , ,
2018-10-11 13:56:58,0.43,99.98,0.42, , ,
2018-10-11 14:56:58,0.38,99.98,0.38, , ,
2018-10-11 15:56:58,0.38,99.98,0.38, , ,
2018-10-11 16:56:58,0.38,99.98,0.38, , ,
2018-10-11 17:56:58,0.34,99.98,0.33, , ,
2018-10-11 18:56:58,0.38,99.98,0.38, , ,
2018-10-11 19:56:58,0.38,99.98,0.38, , ,
2018-10-11 20:56:58,0.43,99.98,0.42, , ,
2018-10-11 21:56:58,0.43,99.98,0.42, , ,
2018-10-11 22:56:58,0.38,99.98,0.38, , ,
2018-10-11 23:56:58,0.38,99.98,0.38, , ,
2018-10-12 00:56:58,0.38,99.98,0.38, , ,
2018-10-12 01:56:58,0.38,99.98,0.38, , ,
2018-10-12 02:56:58,0.34,99.98,0.33, , ,
2018-10-12 03:56:58,0.38,99.98,0.38, , ,
2018-10-12 04:56:58,0.38,99.98,0.38, , ,
2018-10-12 05:56:58,0.38,99.98,0.38, , ,
2018-10-12 06:56:58,0.38,99.98,0.38, , ,
2018-10-12 07:56:58,0.34,99.98,0.33, , ,
2018-10-12 08:56:58,0.38,99.98,0.38, , ,
2018-10-12 09:56:58,0.34,99.98,0.33, , ,
2018-10-12 10:56:58,0.34,99.98,0.33, , ,
2018-10-12 11:56:58,0.34,99.98,0.33, , ,
2018-10-12 12:56:58,0.38,99.98,0.38, , ,
2018-10-12 13:56:58,0.38,99.98,0.38, , ,
2018-10-12 14:56:58,0.38,99.98,0.38, , ,
2018-10-12 15:56:58,0.38,99.98,0.38, , ,
2018-10-12 16:56:58,0.38,99.98,0.38, , ,
2018-10-12 17:56:58,0.38,99.98,0.38, , ,
2018-10-12 18:56:58,0.43,99.98,0.42, , ,
2018-10-12 19:56:58,0.47,99.98,0.46, , ,
2018-10-12 20:56:58,0.47,99.98,0.46, , ,
2018-10-12 21:56:58,0.47,99.98,0.46, , ,
2018-10-12 22:56:58,0.47,99.98,0.46, , ,
2018-10-12 23:56:58,0.47,99.98,0.46, , ,
2018-10-13 00:56:58,0.43,99.98,0.42, , ,
2018-10-13 01:56:58,0.38,99.98,0.38, , ,
2018-10-13 02:56:58,0.38,99.98,0.38, , ,
2018-10-13 03:56:58,0.38,99.98,0.38, , ,
2018-10-13 04:56:58,0.30,99.98,0.29, , ,
2018-10-13 05:56:58,0.34,99.98,0.33, , ,
2018-10-13 06:56:58,0.34,99.98,0.33, , ,
2018-10-13 07:56:58,0.47,99.98,0.46, , ,
2018-10-13 08:56:58,0.51,99.98,0.51, , ,
2018-10-13 09:56:58,0.51,99.98,0.51, , ,
2018-10-13 10:56:58,0.68,99.98,0.68, , ,
2018-10-13 11:56:58,0.68,99.98,0.68, , ,
2018-10-13 12:56:58,0.55,99.98,0.55, , ,
2018-10-13 13:56:58,0.47,99.98,0.46, , ,
2018-10-13 14:56:58,0.43,99.98,0.42, , ,
2018-10-13 15:56:58,0.47,99.98,0.46, , ,
2018-10-13 16:56:58,0.64,99.98,0.63, , ,
2018-10-13 17:56:58,0.51,99.98,0.51, , ,
2018-10-13 18:56:58,0.86,99.98,0.85, , ,
2018-10-13 19:56:58,0.77,99.98,0.76, , ,
2018-10-13 20:56:58,0.60,99.98,0.59, , ,
2018-10-13 21:56:58,0.55,99.98,0.55, , ,
2018-10-13 22:56:58,0.43,99.98,0.42, , ,
2018-10-13 23:56:58,0.51,99.98,0.51, , ,
2018-10-14 00:56:58,0.51,99.98,0.51, , ,
2018-10-14 01:56:58,0.47,99.98,0.46, , ,
2018-10-14 02:56:58,0.43,99.98,0.42, , ,
2018-10-14 03:56:58,0.51,99.98,0.51, , ,
2018-10-14 04:56:58,0.43,99.98,0.42, , ,
2018-10-14 05:56:58,0.43,99.98,0.42, , ,
2018-10-14 06:56:58,0.38,99.98,0.38, , ,
2018-10-14 07:56:58,0.38,99.98,0.38, , ,
2018-10-14 08:56:58,0.38,99.98,0.38, , ,
2018-10-14 09:56:58,0.38,99.98,0.38, , ,
2018-10-14 10:56:58,0.47,99.98,0.46, , ,
2018-10-14 11:56:58,0.38,99.98,0.38, , ,
2018-10-14 12:56:58,0.38,99.98,0.38, , ,
2018-10-14 13:56:58,0.34,99.98,0.33, , ,
2018-10-14 14:56:58,0.34,99.98,0.33, , ,
2018-10-14 15:56:58,0.38,99.98,0.38, , ,
2018-10-14 16:56:58,0.34,99.98,0.33, , ,
2018-10-14 17:56:58,0.43,99.98,0.42, , ,
2018-10-14 18:56:58,0.47,99.98,0.46, , ,
2018-10-14 19:56:58,0.34,99.98,0.33, , ,
2018-10-14 20:56:58,0.43,99.98,0.42, , ,
2018-10-14 21:56:58,0.38,99.98,0.38, , ,
2018-10-14 22:56:58,0.34,99.98,0.33, , ,
2018-10-14 23:56:58,0.34,99.98,0.33, , ,
2018-10-15 00:56:58,0.38,99.98,0.38, , ,
2018-10-15 01:56:58,0.38,99.98,0.38, , ,
2018-10-15 02:56:58,0.43,99.98,0.42, , ,
2018-10-15 03:56:58,0.34,99.98,0.33, , ,
2018-10-15 04:56:58,0.43,99.98,0.42, , ,
2018-10-15 05:56:58,0.38,99.98,0.38, , ,
2018-10-15 06:56:58,0.38,99.98,0.38, , ,
2018-10-15 07:56:58,0.43,99.98,0.42, , ,
2018-10-15 08:56:58,0.38,99.98,0.38, , ,
2018-10-15 09:56:58,0.38,99.98,0.38, , ,
2018-10-15 10:56:58,0.43,99.98,0.42, , ,
2018-10-15 11:56:58,0.38,99.98,0.38, , ,
2018-10-15 12:56:58,0.38,99.98,0.38, , ,
2018-10-15 13:56:58,0.38,99.98,0.38, , ,
2018-10-15 14:56:58,0.38,99.98,0.38, , ,
2018-10-15 15:56:58,0.38,99.98,0.38, , ,
2018-10-15 16:56:58,0.43,99.98,0.42, , ,
2018-10-15 17:56:58,0.43,99.98,0.42, , ,
2018-10-15 18:56:58,0.43,99.98,0.42, , ,
2018-10-15 19:56:58,0.43,99.98,0.42, , ,
2018-10-15 20:56:58,0.43,99.98,0.42, , ,
2018-10-15 21:56:58,0.38,99.98,0.38, , ,
2018-10-15 22:56:58,0.38,99.98,0.38, , ,
2018-10-15 23:56:58,0.38,99.98,0.38, , ,
2018-10-16 00:56:58,0.38,99.98,0.38, , ,
2018-10-16 01:56:58,0.38,99.98,0.38, , ,
2018-10-16 02:56:58,0.38,99.98,0.38, , ,
2018-10-16 03:56:58,0.47,99.98,0.46, , ,
2018-10-16 04:56:58,0.43,99.98,0.42, , ,
2018-10-16 05:56:58,0.43,99.98,0.42, , ,
2018-10-16 06:56:58,0.38,99.98,0.38, , ,
2018-10-16 07:56:58,0.43,99.98,0.42, , ,
2018-10-16 08:56:58,0.43,99.98,0.42, , ,
2018-10-16 09:56:58,0.43,99.98,0.42, , ,
2018-10-16 10:56:58,0.43,99.98,0.42, , ,
2018-10-16 11:56:58,0.43,99.98,0.42, , ,
2018-10-16 12:56:58,0.38,99.98,0.38, , ,
2018-10-16 13:56:58,0.38,99.98,0.38, , ,
2018-10-16 14:56:58,0.38,99.98,0.38, , ,
2018-10-16 15:56:58,0.43,99.98,0.42, , ,
2018-10-16 16:56:58,0.38,99.98,0.38, , ,
2018-10-16 17:56:58,0.43,99.98,0.42, , ,
2018-10-16 18:56:58,0.38,99.98,0.38, , ,
2018-10-16 19:56:58,0.38,99.98,0.38, , ,
2018-10-16 20:56:58,0.43,99.98,0.42, , ,
2018-10-16 21:56:58,0.38,99.98,0.38, , ,
2018-10-16 22:56:58,0.43,99.98,0.42, , ,
2018-10-16 23:56:58,0.43,99.98,0.42, , ,
2018-10-17 00:56:58,0.43,99.98,0.42, , ,
2018-10-17 01:56:58,0.43,99.98,0.42, , ,
2018-10-17 02:56:58,0.43,99.98,0.42, , ,
2018-10-17 03:56:58,0.43,99.98,0.42, , ,
2018-10-17 04:56:58,0.38,99.98,0.38, , ,
2018-10-17 05:56:58,0.43,99.98,0.42, , ,
2018-10-17 06:56:58,0.47,99.98,0.46, , ,
2018-10-17 07:56:58,0.43,99.98,0.42, , ,
2018-10-17 08:56:58,0.38,99.98,0.38, , ,
2018-10-17 09:56:58,0.38,99.98,0.38, , ,
2018-10-17 10:56:58,0.43,99.98,0.42, , ,
2018-10-17 11:56:58,0.43,99.98,0.42, , ,
2018-10-17 12:56:58,0.38,99.98,0.38, , ,
2018-10-17 13:56:58,0.38,99.98,0.38, , ,
2018-10-17 14:56:58,0.43,99.98,0.42, , ,
2018-10-17 15:56:58,0.43,99.98,0.42, , ,
2018-10-17 16:56:58,0.43,99.98,0.42, , ,
2018-10-17 17:56:58,0.38,99.98,0.38, , ,
2018-10-17 18:56:58,0.38,99.98,0.38, , ,
2018-10-17 19:56:58,0.43,99.98,0.42, , ,
2018-10-17 20:56:58,0.43,99.98,0.42, , ,
2018-10-17 21:56:58,0.38,99.98,0.38, , ,
2018-10-17 22:56:58,0.38,99.98,0.38, , ,
2018-10-17 23:56:58,0.43,99.98,0.42, , ,
2018-10-18 00:56:58,0.43,99.98,0.42, , ,
2018-10-18 01:56:58,0.34,99.98,0.33, , ,
2018-10-18 02:56:58,0.38,99.98,0.38, , ,
2018-10-18 03:56:58,0.38,99.98,0.38, , ,
2018-10-18 04:56:58,0.43,99.98,0.42, , ,
2018-10-18 05:56:58,0.38,99.98,0.38, , ,
2018-10-18 06:56:58,0.38,99.98,0.38, , ,
2018-10-18 07:56:58,0.38,99.98,0.38, , ,
2018-10-18 08:56:58,0.43,99.98,0.42, , ,
2018-10-18 09:56:58,0.34,99.98,0.33, , ,
2018-10-18 10:56:58,0.34,99.98,0.33, , ,
2018-10-18 11:56:58,0.38,99.98,0.38, , ,
2018-10-18 12:56:58,0.34,99.98,0.33, , ,
2018-10-18 13:56:58,0.38,99.98,0.38, , ,
2018-10-18 14:56:58,0.38,99.98,0.38, , ,
2018-10-18 15:56:58,0.38,99.98,0.38, , ,
2018-10-18 16:56:58,0.38,99.98,0.38, , ,
2018-10-18 17:56:58,0.43,99.98,0.42, , ,
2018-10-18 18:56:58,0.38,99.98,0.38, , ,
2018-10-18 19:56:58,0.43,99.98,0.42, , ,
2018-10-18 20:56:58,0.47,99.98,0.46, , ,
2018-10-18 21:56:58,0.47,99.98,0.46, , ,
2018-10-18 22:56:58,0.47,99.98,0.46, , ,
2018-10-18 23:56:58,0.55,99.98,0.55, , ,
2018-10-19 00:56:58,0.55,99.98,0.55, , ,
2018-10-19 01:56:58,0.55,99.98,0.55, , ,
2018-10-19 02:56:58,0.55,99.98,0.55, , ,
2018-10-19 03:56:58,0.47,99.98,0.46, , ,
2018-10-19 04:56:58,0.55,99.98,0.55, , ,
2018-10-19 05:56:58,0.51,99.98,0.51, , ,
2018-10-19 06:56:58,0.43,99.98,0.42, , ,
2018-10-19 07:56:58,0.55,99.98,0.55, , ,
2018-10-19 08:56:58,0.55,99.98,0.55, , ,
2018-10-19 09:56:58,0.51,99.98,0.51, , ,
2018-10-19 10:56:58,0.51,99.98,0.51, , ,
2018-10-19 11:56:58,0.60,99.98,0.59, , ,

